Symbol,Description,OrderID,Quantity,Action,Exchange,Side,Price,News
EBAY,eBay Inc,1235,372000,M,1,S,32.1,0
ESRX,Express Scripts Holding Co,2136,748000,M,2,B,69.01,100
EXPE,Expedia Inc,1137,442000,M,1,B,120.86,50
FAST,Fastenal Co,3138,954000,M,3,B,49.58,0
FB,Facebook,2139,886000,M,2,B,133.24,0
FISV,Fiserv Inc,2140,498000,M,2,B,99.45,0
FOX,21st Century Fox Class B,2141,868000,M,2,B,24.36,0
FOXA,21st Century Fox Class A,2242,339000,M,2,S,31.76,50
GILD,Gilead Sciences Inc,3143,664000,M,3,B,72.89,0
GOOG,Alphabet Class C,2244,654000,M,2,S,795.74,0
GOOGL,Alphabet Class A,2245,459000,M,2,S,815.29,0
HSIC,Henry Schein Inc,1246,820000,M,1,S,160.86,0
ILMN,Illumina Inc,1247,662000,M,1,S,163.73,0
INCY,Incyte Corp,1148,269000,M,1,B,124.43,0
INTC,Intel Corp,3149,597000,M,3,B,36.55,0
INTU,Intuit Inc,3150,127000,M,3,B,117.7,0
ISRG,Intuitive Surgical Inc,3251,800000,M,3,S,697.13,100
AAL,American Airlines Group Inc,2201,683000,M,2,S,44,0
AAPL,Apple Inc,2102,684000,M,2,B,128.86,0
ADBE,Adobe Systems Inc,1203,362000,M,1,S,113.76,0
ADI,Analog Devices Inc,3204,849000,M,3,S,76.4,0
ADP,Automatic Data Processing Inc,3105,482000,M,3,B,95.43,50
ADSK,Autodesk Inc,3206,969000,M,3,S,81.4,0
AKAM,Akamai Technologies Inc,2207,810000,M,2,S,68.79,50
ALXN,Alexion Pharmaceuticals Inc,1108,371000,M,1,B,132.23,100
AMAT,Applied Materials Inc,2209,442000,M,2,S,35.25,0
AMGN,Amgen Inc,1210,747000,M,1,S,160.45,0
AMZN,Amazon.com Inc,3111,950000,M,3,B,832.32,0
ATVI,Activision Blizzard Inc,1212,220000,M,1,S,40.52,0
AVGO,Broadcom Ltd,1113,832000,M,1,B,203.68,50
BBBY,Bed Bath & Beyond Inc,3114,629000,M,3,B,39.7,0
BIDU,Baidu Inc,1115,354000,M,1,B,172.88,0
BIIB,Biogen Inc,1216,946000,M,1,S,281.87,100
BMRN,Biomarin Pharmaceutical Inc,1117,643000,M,1,B,88.59,100
CA,CA Inc,3218,344000,M,3,S,38.28,0
CELG,Celgene Corp,2219,699000,M,2,S,117.29,0
CERN,Cerner Corp,2220,577000,M,2,S,54.13,100
CHKP,Check Point Software Technologies Ltd,3221,294000,M,3,S,99.66,0
CHTR,Charter Communications Inc,1122,797000,M,1,B,326.89,0
CMCSA,Comcast Corp,3223,231000,M,3,S,78.59,100
COST,Costco Wholesale Corp,2124,646000,M,2,B,161.87,0
CSCO,Cisco Systems Inc,3125,913000,M,3,B,30.63,0
CSX,CSX Corp,2226,697000,M,2,S,47.43,0
CTRP,Ctrip.Com International Ltd,3127,977000,M,3,B,42.89,50
CTSH,Cognizant Technology Solutions Corp,3128,542000,M,3,B,52.4,0
CTXS,Citrix Systems Inc,2129,466000,M,2,B,71.43,0
DISCA,Discovery Communications Inc,1230,483000,M,1,S,28.02,0
DISCK,Discovery Communications Inc,2231,343000,M,2,S,27.63,0
DISH,DISH Network Corp,2132,825000,M,2,B,61.09,0
DLTR,Dollar Tree Inc,1133,191000,M,1,B,76.49,0
EA,Electronic Arts,3134,275000,M,3,B,83.08,0
EBAY,eBay Inc,1135,169000,M,1,B,32,0
ESRX,Express Scripts Holding Co,1136,795000,M,1,B,70.96,0
EXPE,Expedia Inc,1137,166000,M,1,B,117.88,0
FAST,Fastenal Co,2138,962000,M,2,B,49.55,0
FB,Facebook,2239,151000,M,2,S,133.26,50
FISV,Fiserv Inc,2240,170000,M,2,S,105.59,0
FOX,21st Century Fox Class B,2141,258000,M,2,B,31.37,50
FOXA,21st Century Fox Class A,3142,863000,M,3,B,27.68,0
GILD,Gilead Sciences Inc,3143,358000,M,3,B,72.93,0
GOOG,Alphabet Class C,1144,391000,M,1,B,795.73,0
GOOGL,Alphabet Class A,3145,325000,M,3,B,815.18,100
HSIC,Henry Schein Inc,3246,470000,M,3,S,159.89,0
ILMN,Illumina Inc,2147,228000,M,2,B,161.63,0
INCY,Incyte Corp,1148,429000,M,1,B,124.46,0
INTC,Intel Corp,2249,713000,M,2,S,36.69,100
INTU,Intuit Inc,2250,610000,M,2,S,117.85,0
ISRG,Intuitive Surgical Inc,1251,927000,M,1,S,694.2,0
AAL,American Airlines Group Inc,3101,337000,M,3,B,43.85,100
AAPL,Apple Inc,2202,203000,M,2,S,128.92,100
ADBE,Adobe Systems Inc,2103,252000,M,2,B,113.51,0
ADI,Analog Devices Inc,3104,989000,M,3,B,76.26,0
ADP,Automatic Data Processing Inc,3105,627000,M,3,B,99.9,0
ADSK,Autodesk Inc,1106,103000,M,1,B,81.22,0
AKAM,Akamai Technologies Inc,1107,906000,M,1,B,71.77,50
ALXN,Alexion Pharmaceuticals Inc,2208,998000,M,2,S,141.44,0
AMAT,Applied Materials Inc,2109,969000,M,2,B,35.13,0
AMGN,Amgen Inc,3110,412000,M,3,B,159.9,0
AMZN,Amazon.com Inc,3211,114000,M,3,S,832.39,50
ATVI,Activision Blizzard Inc,3212,905000,M,3,S,40.54,0
AVGO,Broadcom Ltd,1113,375000,M,1,B,208.66,50
BBBY,Bed Bath & Beyond Inc,3114,582000,M,3,B,39.71,0
BIDU,Baidu Inc,3215,694000,M,3,S,173.85,0
BIIB,Biogen Inc,3216,922000,M,3,S,288.99,0
BMRN,Biomarin Pharmaceutical Inc,1117,591000,M,1,B,88.59,0
CA,CA Inc,2118,916000,M,2,B,31.13,0
CELG,Celgene Corp,1219,905000,M,1,S,117.33,100
CERN,Cerner Corp,2220,119000,M,2,S,62.07,0
CHKP,Check Point Software Technologies Ltd,1221,808000,M,1,S,98.11,0
CHTR,Charter Communications Inc,3222,202000,M,3,S,327.06,0
CMCSA,Comcast Corp,3223,362000,M,3,S,81.79,100
COST,Costco Wholesale Corp,2124,383000,M,2,B,161.82,0
CSCO,Cisco Systems Inc,2225,731000,M,2,S,30.83,0
CSX,CSX Corp,3226,886000,M,3,S,47.41,0
CTRP,Ctrip.Com International Ltd,3127,378000,M,3,B,47.85,50
CTSH,Cognizant Technology Solutions Corp,3128,614000,M,3,B,52.44,0
CTXS,Citrix Systems Inc,2229,366000,M,2,S,71.54,0
DISCA,Discovery Communications Inc,2130,142000,M,2,B,27.93,100
DISCK,Discovery Communications Inc,3131,173000,M,3,B,27.44,0
DISH,DISH Network Corp,1132,777000,M,1,B,61.1,50
DLTR,Dollar Tree Inc,3133,844000,M,3,B,76.46,100
EA,Electronic Arts,2134,964000,M,2,B,83.07,0
EBAY,eBay Inc,3135,466000,M,3,B,32.03,0
ESRX,Express Scripts Holding Co,2236,858000,M,2,S,69.02,0
EXPE,Expedia Inc,1237,996000,M,1,S,120.98,100
FAST,Fastenal Co,1138,221000,M,1,B,49.55,0
FB,Facebook,3139,207000,M,3,B,133.2,0
FISV,Fiserv Inc,1140,588000,M,1,B,105.43,100
FOX,21st Century Fox Class B,3141,539000,M,3,B,27.86,0
FOXA,21st Century Fox Class A,3142,598000,M,3,B,31.69,0
GILD,Gilead Sciences Inc,2143,319000,M,2,B,72.89,0
GOOG,Alphabet Class C,1244,932000,M,1,S,795.85,0
GOOGL,Alphabet Class A,3245,943000,M,3,S,816.29,0
HSIC,Henry Schein Inc,1246,613000,M,1,S,159.81,0
ILMN,Illumina Inc,2147,184000,M,2,B,161.68,0
INCY,Incyte Corp,2248,450000,M,2,S,124.59,0
INTC,Intel Corp,3149,536000,M,3,B,31.48,0
INTU,Intuit Inc,3150,951000,M,3,B,117.66,0
ISRG,Intuitive Surgical Inc,3251,722000,M,3,S,697.11,0
AAL,American Airlines Group Inc,2101,879000,M,2,B,36.89,0
AAPL,Apple Inc,2102,312000,M,2,B,120.87,0
ADBE,Adobe Systems Inc,3103,337000,M,3,B,113.48,0
ADI,Analog Devices Inc,3104,403000,M,3,B,76.31,0
ADP,Automatic Data Processing Inc,3205,219000,M,3,S,95.51,0
ADSK,Autodesk Inc,3106,105000,M,3,B,81.25,0
AKAM,Akamai Technologies Inc,2107,808000,M,2,B,71.8,0
ALXN,Alexion Pharmaceuticals Inc,1108,120000,M,1,B,132.26,0
AMAT,Applied Materials Inc,1109,847000,M,1,B,35.1,0
AMGN,Amgen Inc,2110,442000,M,2,B,159.93,0
AMZN,Amazon.com Inc,3211,397000,M,3,S,829.37,0
ATVI,Activision Blizzard Inc,2112,862000,M,2,B,40.35,0
AVGO,Broadcom Ltd,1213,876000,M,1,S,208.77,0
BBBY,Bed Bath & Beyond Inc,2114,970000,M,2,B,39.76,0
BIDU,Baidu Inc,3215,109000,M,3,S,173.96,100
BIIB,Biogen Inc,1116,676000,M,1,B,281.81,0
BMRN,Biomarin Pharmaceutical Inc,1117,456000,M,1,B,88.62,0
CA,CA Inc,2218,685000,M,2,S,31.35,0
CELG,Celgene Corp,2119,251000,M,2,B,121.15,0
CERN,Cerner Corp,1220,129000,M,1,S,54.11,100
CHKP,Check Point Software Technologies Ltd,3121,631000,M,3,B,97.93,100
CHTR,Charter Communications Inc,1222,663000,M,1,S,327.01,50
CMCSA,Comcast Corp,3123,782000,M,3,B,81.61,0
COST,Costco Wholesale Corp,1124,934000,M,1,B,161.85,0
CSCO,Cisco Systems Inc,3125,529000,M,3,B,30.6,0
CSX,CSX Corp,3126,906000,M,3,B,47.22,0
CTRP,Ctrip.Com International Ltd,3227,568000,M,3,S,48,100
CTSH,Cognizant Technology Solutions Corp,1228,974000,M,1,S,52.6,50
CTXS,Citrix Systems Inc,2229,824000,M,2,S,71.55,100
DISCA,Discovery Communications Inc,2230,937000,M,2,S,37.08,100
DISCK,Discovery Communications Inc,1131,612000,M,1,B,27.49,0
DISH,DISH Network Corp,2132,214000,M,2,B,66.11,50
DLTR,Dollar Tree Inc,3233,845000,M,3,S,67.54,50
EA,Electronic Arts,1234,406000,M,1,S,83.1,0
EBAY,eBay Inc,3135,808000,M,3,B,32.02,0
ESRX,Express Scripts Holding Co,1136,519000,M,1,B,68.96,0
EXPE,Expedia Inc,2137,227000,M,2,B,114.87,0
FAST,Fastenal Co,3138,720000,M,3,B,49.51,0
FB,Facebook,3139,553000,M,3,B,133.21,0
FISV,Fiserv Inc,3140,512000,M,3,B,99.47,100
FOX,21st Century Fox Class B,1241,616000,M,1,S,31.47,0
FOXA,21st Century Fox Class A,2142,504000,M,2,B,31.7,0
GILD,Gilead Sciences Inc,3143,208000,M,3,B,72.87,100
GOOG,Alphabet Class C,1244,855000,M,1,S,795.87,0
GOOGL,Alphabet Class A,1145,986000,M,1,B,815.24,0
HSIC,Henry Schein Inc,2246,185000,M,2,S,159.83,0
ILMN,Illumina Inc,2147,828000,M,2,B,161.71,100
INCY,Incyte Corp,2248,494000,M,2,S,124.49,0
INTC,Intel Corp,2149,191000,M,2,B,36.43,100
INTU,Intuit Inc,3150,399000,M,3,B,117.64,100
ISRG,Intuitive Surgical Inc,3251,346000,M,3,S,696.98,0
AAL,American Airlines Group Inc,2201,437000,M,2,S,44,0
AAPL,Apple Inc,3102,459000,M,3,B,128.86,0
ADBE,Adobe Systems Inc,1103,930000,M,1,B,113.48,0
ADI,Analog Devices Inc,3104,463000,M,3,B,76.3,0
ADP,Automatic Data Processing Inc,3105,168000,M,3,B,95.32,0
ADSK,Autodesk Inc,2206,606000,M,2,S,81.41,0
AKAM,Akamai Technologies Inc,3107,907000,M,3,B,68.75,0
ALXN,Alexion Pharmaceuticals Inc,3108,628000,M,3,B,132.28,50
AMAT,Applied Materials Inc,1209,489000,M,1,S,35.29,0
AMGN,Amgen Inc,1110,760000,M,1,B,159.93,100
AMZN,Amazon.com Inc,3211,514000,M,3,S,832.38,0
ATVI,Activision Blizzard Inc,2112,201000,M,2,B,40.39,0
AVGO,Broadcom Ltd,1113,708000,M,1,B,203.74,0
BBBY,Bed Bath & Beyond Inc,2214,154000,M,2,S,39.96,0
BIDU,Baidu Inc,2115,329000,M,2,B,171.88,0
BIIB,Biogen Inc,3116,692000,M,3,B,281.83,0
BMRN,Biomarin Pharmaceutical Inc,3117,234000,M,3,B,88.59,100
CA,CA Inc,1218,196000,M,1,S,31.35,0
CELG,Celgene Corp,3219,701000,M,3,S,117.19,0
CERN,Cerner Corp,2220,182000,M,2,S,62,50
CHKP,Check Point Software Technologies Ltd,3121,897000,M,3,B,100.9,0
CHTR,Charter Communications Inc,2122,869000,M,2,B,321.88,0
CMCSA,Comcast Corp,2223,838000,M,2,S,75.79,100
COST,Costco Wholesale Corp,2224,107000,M,2,S,161.93,0
CSCO,Cisco Systems Inc,3225,260000,M,3,S,30.61,50
CSX,CSX Corp,2226,636000,M,2,S,47.39,0
CTRP,Ctrip.Com International Ltd,1227,888000,M,1,S,52.99,0
CTSH,Cognizant Technology Solutions Corp,1228,598000,M,1,S,49.01,50
CTXS,Citrix Systems Inc,3129,411000,M,3,B,64.43,0
DISCA,Discovery Communications Inc,3230,251000,M,3,S,37.07,0
DISCK,Discovery Communications Inc,1131,135000,M,1,B,27.46,0
DISH,DISH Network Corp,1232,199000,M,1,S,66.15,0
DLTR,Dollar Tree Inc,3133,746000,M,3,B,72.03,0
EA,Electronic Arts,1134,914000,M,1,B,83.03,100
EBAY,eBay Inc,3135,838000,M,3,B,32.03,50
ESRX,Express Scripts Holding Co,1236,958000,M,1,S,69.05,0
EXPE,Expedia Inc,3137,927000,M,3,B,120.84,0
FAST,Fastenal Co,1138,118000,M,1,B,49.56,0
FB,Facebook,1239,537000,M,1,S,133.31,0
FISV,Fiserv Inc,1240,109000,M,1,S,99.47,100
FOX,21st Century Fox Class B,3141,973000,M,3,B,31.36,0
FOXA,21st Century Fox Class A,1142,720000,M,1,B,31.72,0
GILD,Gilead Sciences Inc,3143,441000,M,3,B,78.87,100
GOOG,Alphabet Class C,1144,732000,M,1,B,795.78,0
GOOGL,Alphabet Class A,2145,426000,M,2,B,815.29,0
HSIC,Henry Schein Inc,2246,593000,M,2,S,159.87,100
ILMN,Illumina Inc,1247,445000,M,1,S,163.85,0
INCY,Incyte Corp,1148,982000,M,1,B,124.41,0
INTC,Intel Corp,2249,530000,M,2,S,31.61,0
INTU,Intuit Inc,1250,700000,M,1,S,124.8,0
ISRG,Intuitive Surgical Inc,2251,636000,M,2,S,697.13,0
AAL,American Airlines Group Inc,3101,531000,M,3,B,43.93,0
AAPL,Apple Inc,1202,346000,M,1,S,129.02,0
ADBE,Adobe Systems Inc,2203,921000,M,2,S,113.54,0
ADI,Analog Devices Inc,2204,958000,M,2,S,76.32,50
ADP,Automatic Data Processing Inc,1205,465000,M,1,S,95.4,0
ADSK,Autodesk Inc,3206,670000,M,3,S,81.36,100
AKAM,Akamai Technologies Inc,2107,443000,M,2,B,68.75,0
ALXN,Alexion Pharmaceuticals Inc,3108,792000,M,3,B,136.78,0
AMAT,Applied Materials Inc,1209,240000,M,1,S,35.13,100
AMGN,Amgen Inc,3110,737000,M,3,B,160.91,0
AMZN,Amazon.com Inc,2111,512000,M,2,B,832.29,0
ATVI,Activision Blizzard Inc,3112,956000,M,3,B,40.38,0
AVGO,Broadcom Ltd,3213,151000,M,3,S,203.73,50
BBBY,Bed Bath & Beyond Inc,1114,747000,M,1,B,39.78,0
BIDU,Baidu Inc,2115,558000,M,2,B,173.88,0
BIIB,Biogen Inc,3216,322000,M,3,S,282.05,0
BMRN,Biomarin Pharmaceutical Inc,3117,555000,M,3,B,88.57,0
CA,CA Inc,2118,394000,M,2,B,31.13,50
CELG,Celgene Corp,1119,587000,M,1,B,117.16,0
CERN,Cerner Corp,3120,532000,M,3,B,58.03,0
CHKP,Check Point Software Technologies Ltd,2221,726000,M,2,S,98.04,0
CHTR,Charter Communications Inc,1222,631000,M,1,S,326.97,100
CMCSA,Comcast Corp,2223,388000,M,2,S,81.69,100
COST,Costco Wholesale Corp,2124,595000,M,2,B,161.86,100
CSCO,Cisco Systems Inc,1125,123000,M,1,B,34.1,0
CSX,CSX Corp,2126,632000,M,2,B,47.2,100
CTRP,Ctrip.Com International Ltd,3227,837000,M,3,S,43.03,0
CTSH,Cognizant Technology Solutions Corp,1128,106000,M,1,B,49,0
CTXS,Citrix Systems Inc,1229,963000,M,1,S,71.57,100
DISCA,Discovery Communications Inc,1130,155000,M,1,B,27.87,0
DISCK,Discovery Communications Inc,1131,489000,M,1,B,27.49,0
DISH,DISH Network Corp,3132,182000,M,3,B,61.14,0
DLTR,Dollar Tree Inc,2133,704000,M,2,B,76.5,0
EA,Electronic Arts,3234,605000,M,3,S,86.06,0
EBAY,eBay Inc,1135,431000,M,1,B,28.06,0
ESRX,Express Scripts Holding Co,2236,497000,M,2,S,69.03,100
EXPE,Expedia Inc,3137,301000,M,3,B,120.83,0
FAST,Fastenal Co,3238,115000,M,3,S,49.63,0
FB,Facebook,3139,145000,M,3,B,133.17,0
FISV,Fiserv Inc,3140,702000,M,3,B,99.38,0
FOX,21st Century Fox Class B,1241,255000,M,1,S,31.49,0
FOXA,21st Century Fox Class A,3242,420000,M,3,S,31.79,50
GILD,Gilead Sciences Inc,3143,693000,M,3,B,78.83,0
GOOG,Alphabet Class C,3244,881000,M,3,S,795.94,0
GOOGL,Alphabet Class A,1145,820000,M,1,B,815.3,0
HSIC,Henry Schein Inc,1246,299000,M,1,S,160.8,0
ILMN,Illumina Inc,1147,999000,M,1,B,161.76,0
INCY,Incyte Corp,2148,423000,M,2,B,124.44,0
INTC,Intel Corp,3249,983000,M,3,S,36.44,100
INTU,Intuit Inc,1150,227000,M,1,B,117.62,0
ISRG,Intuitive Surgical Inc,1251,275000,M,1,S,697.13,0
AAL,American Airlines Group Inc,2101,499000,M,2,B,43.88,0
AAPL,Apple Inc,3202,758000,M,3,S,128.92,0
ADBE,Adobe Systems Inc,1203,291000,M,1,S,113.68,0
ADI,Analog Devices Inc,2104,416000,M,2,B,74.78,100
ADP,Automatic Data Processing Inc,2105,590000,M,2,B,95.25,0
ADSK,Autodesk Inc,3206,641000,M,3,S,81.37,0
AKAM,Akamai Technologies Inc,1107,435000,M,1,B,68.79,100
ALXN,Alexion Pharmaceuticals Inc,2108,321000,M,2,B,132.27,0
AMAT,Applied Materials Inc,3209,932000,M,3,S,28.15,0
AMGN,Amgen Inc,2110,445000,M,2,B,159.86,0
AMZN,Amazon.com Inc,2111,560000,M,2,B,832.26,0
ATVI,Activision Blizzard Inc,3112,115000,M,3,B,40.37,0
AVGO,Broadcom Ltd,1213,273000,M,1,S,208.89,0
BBBY,Bed Bath & Beyond Inc,1214,260000,M,1,S,39.83,50
BIDU,Baidu Inc,3115,190000,M,3,B,173.83,0
BIIB,Biogen Inc,2116,207000,M,2,B,281.91,50
BMRN,Biomarin Pharmaceutical Inc,2117,423000,M,2,B,88.57,100
CA,CA Inc,3218,845000,M,3,S,34.68,0
CELG,Celgene Corp,1119,780000,M,1,B,117.16,0
CERN,Cerner Corp,1220,156000,M,1,S,54.18,0
CHKP,Check Point Software Technologies Ltd,1221,504000,M,1,S,98,0
CHTR,Charter Communications Inc,3222,425000,M,3,S,316.91,100
CMCSA,Comcast Corp,2223,579000,M,2,S,81.71,0
COST,Costco Wholesale Corp,2124,102000,M,2,B,168.87,0
CSCO,Cisco Systems Inc,3125,346000,M,3,B,30.56,0
CSX,CSX Corp,3226,164000,M,3,S,38.34,100
CTRP,Ctrip.Com International Ltd,3127,347000,M,3,B,42.85,0
CTSH,Cognizant Technology Solutions Corp,2128,587000,M,2,B,52.48,0
CTXS,Citrix Systems Inc,3229,801000,M,3,S,64.43,0
DISCA,Discovery Communications Inc,3130,753000,M,3,B,27.89,100
DISCK,Discovery Communications Inc,2131,913000,M,2,B,27.53,50
DISH,DISH Network Corp,3132,680000,M,3,B,61.12,50
DLTR,Dollar Tree Inc,3233,872000,M,3,S,76.51,0
EA,Electronic Arts,1234,732000,M,1,S,83.11,50
EBAY,eBay Inc,2235,386000,M,2,S,32.16,0
ESRX,Express Scripts Holding Co,1236,124000,M,1,S,71.07,0
EXPE,Expedia Inc,3237,149000,M,3,S,120.97,0
FAST,Fastenal Co,3138,955000,M,3,B,49.55,0
FB,Facebook,2239,785000,M,2,S,133.24,0
FISV,Fiserv Inc,2240,341000,M,2,S,105.43,100
FOX,21st Century Fox Class B,2141,676000,M,2,B,31.34,0
FOXA,21st Century Fox Class A,2242,576000,M,2,S,27.74,0
GILD,Gilead Sciences Inc,2143,520000,M,2,B,72.87,0
GOOG,Alphabet Class C,1244,109000,M,1,S,795.92,100
GOOGL,Alphabet Class A,3245,270000,M,3,S,815.36,0
HSIC,Henry Schein Inc,3246,706000,M,3,S,159.81,0
ILMN,Illumina Inc,2247,285000,M,2,S,161.92,0
INCY,Incyte Corp,1148,111000,M,1,B,124.4,0
INTC,Intel Corp,1149,502000,M,1,B,31.47,0
INTU,Intuit Inc,3250,677000,M,3,S,117.66,50
ISRG,Intuitive Surgical Inc,2251,313000,M,2,S,697.26,0
AAL,American Airlines Group Inc,3201,988000,M,3,S,44.08,0
AAPL,Apple Inc,2202,259000,M,2,S,129.09,50
ADBE,Adobe Systems Inc,2103,341000,M,2,B,113.51,0
ADI,Analog Devices Inc,3204,200000,M,3,S,73.28,0
ADP,Automatic Data Processing Inc,2105,852000,M,2,B,95.22,0
ADSK,Autodesk Inc,2206,562000,M,2,S,81.31,0
AKAM,Akamai Technologies Inc,1207,561000,M,1,S,74.82,100
ALXN,Alexion Pharmaceuticals Inc,1208,312000,M,1,S,132.4,0
AMAT,Applied Materials Inc,3209,328000,M,3,S,35.08,100
AMGN,Amgen Inc,3210,488000,M,3,S,160,100
AMZN,Amazon.com Inc,3211,634000,M,3,S,832.39,0
ATVI,Activision Blizzard Inc,1112,692000,M,1,B,40.37,0
AVGO,Broadcom Ltd,2113,187000,M,2,B,203.68,0
BBBY,Bed Bath & Beyond Inc,2214,136000,M,2,S,40.84,0
BIDU,Baidu Inc,2215,333000,M,2,S,174.04,100
BIIB,Biogen Inc,2116,963000,M,2,B,285.45,0
BMRN,Biomarin Pharmaceutical Inc,2117,526000,M,2,B,88.58,0
CA,CA Inc,2218,989000,M,2,S,31.29,50
CELG,Celgene Corp,1219,967000,M,1,S,117.37,0
CERN,Cerner Corp,2220,906000,M,2,S,54.17,100
CHKP,Check Point Software Technologies Ltd,1121,173000,M,1,B,97.86,0
CHTR,Charter Communications Inc,2222,757000,M,2,S,316.99,0
CMCSA,Comcast Corp,2223,681000,M,2,S,75.89,50
COST,Costco Wholesale Corp,2124,924000,M,2,B,161.84,0
CSCO,Cisco Systems Inc,1125,223000,M,1,B,30.6,0
CSX,CSX Corp,1226,631000,M,1,S,38.24,50
CTRP,Ctrip.Com International Ltd,2127,529000,M,2,B,42.81,0
CTSH,Cognizant Technology Solutions Corp,2228,547000,M,2,S,52.58,0
CTXS,Citrix Systems Inc,3229,717000,M,3,S,71.48,0
DISCA,Discovery Communications Inc,2230,706000,M,2,S,36.9,0
DISCK,Discovery Communications Inc,3131,996000,M,3,B,27.03,0
DISH,DISH Network Corp,1132,568000,M,1,B,66.17,0
DLTR,Dollar Tree Inc,2233,318000,M,2,S,76.63,0
EA,Electronic Arts,3134,888000,M,3,B,84.56,50
EBAY,eBay Inc,3135,194000,M,3,B,32.09,100
ESRX,Express Scripts Holding Co,3136,215000,M,3,B,68.97,100
EXPE,Expedia Inc,2237,536000,M,2,S,121.06,0
FAST,Fastenal Co,2138,215000,M,2,B,49.57,50
FB,Facebook,1239,988000,M,1,S,133.34,0
FISV,Fiserv Inc,3240,482000,M,3,S,99.35,50
FOX,21st Century Fox Class B,1141,511000,M,1,B,31.39,0
FOXA,21st Century Fox Class A,3142,621000,M,3,B,31.69,0
GILD,Gilead Sciences Inc,1243,684000,M,1,S,73.04,50
GOOG,Alphabet Class C,3144,406000,M,3,B,789.8,100
GOOGL,Alphabet Class A,3145,857000,M,3,B,815.26,100
HSIC,Henry Schein Inc,1246,841000,M,1,S,159.82,0
ILMN,Illumina Inc,3147,638000,M,3,B,161.78,0
INCY,Incyte Corp,1148,655000,M,1,B,124.36,0
INTC,Intel Corp,2149,230000,M,2,B,36.45,0
INTU,Intuit Inc,2250,233000,M,2,S,121.17,0
ISRG,Intuitive Surgical Inc,2151,299000,M,2,B,697.08,0
AAL,American Airlines Group Inc,1201,803000,M,1,S,44.01,0
AAPL,Apple Inc,3202,220000,M,3,S,125.05,0
ADBE,Adobe Systems Inc,3103,148000,M,3,B,113.47,0
ADI,Analog Devices Inc,2204,809000,M,2,S,76.36,0
ADP,Automatic Data Processing Inc,2105,891000,M,2,B,95.27,0
ADSK,Autodesk Inc,1206,196000,M,1,S,81.28,100
AKAM,Akamai Technologies Inc,2107,581000,M,2,B,74.81,0
ALXN,Alexion Pharmaceuticals Inc,2208,102000,M,2,S,132.39,0
AMAT,Applied Materials Inc,2209,293000,M,2,S,28.28,0
AMGN,Amgen Inc,1210,431000,M,1,S,160.77,0
AMZN,Amazon.com Inc,1211,459000,M,1,S,832.5,0
ATVI,Activision Blizzard Inc,3212,176000,M,3,S,40.54,0
AVGO,Broadcom Ltd,2213,321000,M,2,S,203.75,100
BBBY,Bed Bath & Beyond Inc,2214,990000,M,2,S,39.86,0
BIDU,Baidu Inc,2115,167000,M,2,B,171.86,0
BIIB,Biogen Inc,1216,964000,M,1,S,282.03,0
BMRN,Biomarin Pharmaceutical Inc,1217,460000,M,1,S,88.78,0
CA,CA Inc,2118,928000,M,2,B,34.56,0
CELG,Celgene Corp,1219,989000,M,1,S,117.4,0
CERN,Cerner Corp,1220,714000,M,1,S,62.13,100
CHKP,Check Point Software Technologies Ltd,1221,699000,M,1,S,98.06,0
CHTR,Charter Communications Inc,2222,685000,M,2,S,327.01,0
CMCSA,Comcast Corp,3223,858000,M,3,S,78.73,0
COST,Costco Wholesale Corp,2224,863000,M,2,S,161.86,0
CSCO,Cisco Systems Inc,2225,621000,M,2,S,30.64,0
CSX,CSX Corp,3126,132000,M,3,B,42.64,0
CTRP,Ctrip.Com International Ltd,1127,277000,M,1,B,42.77,0
CTSH,Cognizant Technology Solutions Corp,2228,284000,M,2,S,52.49,0
CTXS,Citrix Systems Inc,3229,104000,M,3,S,71.5,50
DISCA,Discovery Communications Inc,1230,331000,M,1,S,28.09,0
DISCK,Discovery Communications Inc,3131,916000,M,3,B,27.51,0
DISH,DISH Network Corp,2232,817000,M,2,S,61.32,0
DLTR,Dollar Tree Inc,2233,163000,M,2,S,76.69,50
EA,Electronic Arts,1134,923000,M,1,B,84.55,0
EBAY,eBay Inc,3135,179000,M,3,B,24.05,100
ESRX,Express Scripts Holding Co,2136,669000,M,2,B,70.99,0
EXPE,Expedia Inc,1237,481000,M,1,S,120.92,0
FAST,Fastenal Co,1138,281000,M,1,B,52.58,50
FB,Facebook,1139,918000,M,1,B,133.14,0
FISV,Fiserv Inc,1240,924000,M,1,S,102.48,0
FOX,21st Century Fox Class B,3241,714000,M,3,S,31.42,0
FOXA,21st Century Fox Class A,2242,115000,M,2,S,31.9,50
GILD,Gilead Sciences Inc,3243,658000,M,3,S,76.04,0
GOOG,Alphabet Class C,2244,277000,M,2,S,789.85,0
GOOGL,Alphabet Class A,1145,725000,M,1,B,816.22,0
HSIC,Henry Schein Inc,2146,473000,M,2,B,159.75,0
ILMN,Illumina Inc,2147,878000,M,2,B,161.83,50
INCY,Incyte Corp,2248,351000,M,2,S,124.45,0
INTC,Intel Corp,1249,477000,M,1,S,36.52,0
INTU,Intuit Inc,3150,694000,M,3,B,117.65,0
ISRG,Intuitive Surgical Inc,2251,266000,M,2,S,697.3,0
AAL,American Airlines Group Inc,3101,890000,M,3,B,43.9,0
AAPL,Apple Inc,1102,417000,M,1,B,128.89,0
